Z = 15

 49  Binding energies
        1s+        2s+        2p-        2p+        3s+        3p-        3p+        3d-        3d+        4s+        4p-        4p+        4d-        4d+        4f-        4f+        5s+        5p-        5p+        5d-        5d+        5f-        5f+        5g-        5g+        6s+        6p-        6p+        6d-        6d+        6f-        6f+        6g-        6g+        6h-        6h+        7s+        7p-        7p+        7d-        7d+        7f-        7f+        7g-        7g+        7h-        7h+        7i-        7i+
   2 2.8028E+03 6.8312E+02 6.6987E+02 6.6805E+02 3.0120E+02 2.9742E+02 2.9688E+02 2.9656E+02 2.9639E+02 1.6875E+02 1.6718E+02 1.6695E+02 1.6681E+02 1.6673E+02 1.6673E+02 1.6670E+02 1.0774E+02 1.0694E+02 1.0682E+02 1.0675E+02 1.0671E+02 1.0671E+02 1.0669E+02 1.0669E+02 1.0668E+02 7.4695E+01 7.4235E+01 7.4167E+01 7.4124E+01 7.4103E+01 7.4102E+01 7.4092E+01 7.4092E+01 7.4085E+01 7.4085E+01 7.4081E+01 5.4814E+01 5.4525E+01 5.4482E+01 5.4455E+01 5.4441E+01 5.4441E+01 5.4434E+01 5.4434E+01 5.4430E+01 5.4430E+01 5.4428E+01 5.4428E+01 5.4426E+01
   3 2.6729E+03 6.1154E+02 5.8723E+02 5.8564E+02 2.6607E+02 2.5941E+02 2.5894E+02 2.5580E+02 2.5567E+02 1.4814E+02 1.4540E+02 1.4520E+02 1.4388E+02 1.4383E+02 1.4376E+02 1.4373E+02 9.4230E+01 9.2849E+01 9.2748E+01 9.2075E+01 9.2046E+01 9.2005E+01 9.1992E+01 9.1991E+01 9.1983E+01 6.5173E+01 6.4381E+01 6.4322E+01 6.3933E+01 6.3917E+01 6.3891E+01 6.3884E+01 6.3883E+01 6.3878E+01 6.3878E+01 6.3875E+01 4.7744E+01 4.7248E+01 4.7211E+01 4.6966E+01 4.6956E+01 4.6940E+01 4.6935E+01 4.6934E+01 4.6931E+01 4.6931E+01 4.6929E+01 4.6929E+01 4.6928E+01
   4 2.5868E+03 5.5452E+02 5.2593E+02 5.2444E+02 2.3549E+02 2.2700E+02 2.2659E+02 2.1918E+02 2.1908E+02 1.2976E+02 1.2624E+02 1.2607E+02 1.2324E+02 1.2320E+02 1.2251E+02 1.2249E+02 8.2059E+01 8.0283E+01 8.0196E+01 7.8808E+01 7.8785E+01 7.8408E+01 7.8398E+01 7.8381E+01 7.8375E+01 5.6541E+01 5.5522E+01 5.5472E+01 5.4687E+01 5.4674E+01 5.4450E+01 5.4444E+01 5.4432E+01 5.4428E+01 5.4428E+01 5.4426E+01 4.1311E+01 4.0673E+01 4.0642E+01 4.0155E+01 4.0146E+01 4.0003E+01 3.9999E+01 3.9990E+01 3.9988E+01 3.9988E+01 3.9987E+01 3.9987E+01 3.9986E+01
   5 2.5037E+03 4.9930E+02 4.6619E+02 4.6481E+02 2.0608E+02 1.9612E+02 1.9577E+02 1.8521E+02 1.8513E+02 1.1228E+02 1.0820E+02 1.0805E+02 1.0409E+02 1.0406E+02 1.0295E+02 1.0294E+02 7.0565E+01 6.8510E+01 6.8437E+01 6.6514E+01 6.6496E+01 6.5897E+01 6.5890E+01 6.5860E+01 6.5856E+01 4.8425E+01 4.7251E+01 4.7210E+01 4.6127E+01 4.6117E+01 4.5762E+01 4.5757E+01 4.5737E+01 4.5734E+01 4.5734E+01 4.5732E+01 3.5281E+01 3.4549E+01 3.4523E+01 3.3853E+01 3.3846E+01 3.3620E+01 3.3617E+01 3.3602E+01 3.3601E+01 3.3601E+01 3.3600E+01 3.3600E+01 3.3599E+01
   6 2.4261E+03 4.4638E+02 4.0928E+02 4.0800E+02 1.7816E+02 1.6715E+02 1.6684E+02 1.5384E+02 1.5378E+02 9.5859E+01 9.1395E+01 9.1272E+01 8.6437E+01 8.6410E+01 8.5094E+01 8.5085E+01 5.9824E+01 5.7597E+01 5.7536E+01 5.5195E+01 5.5181E+01 5.4468E+01 5.4463E+01 5.4429E+01 5.4426E+01 4.0871E+01 3.9605E+01 3.9570E+01 3.8256E+01 3.8248E+01 3.7825E+01 3.7822E+01 3.7798E+01 3.7796E+01 3.7796E+01 3.7795E+01 2.9684E+01 2.8897E+01 2.8876E+01 2.8064E+01 2.8059E+01 2.7788E+01 2.7787E+01 2.7770E+01 2.7769E+01 2.7769E+01 2.7768E+01 2.7768E+01 2.7767E+01
   7 2.3536E+03 3.9578E+02 3.5523E+02 3.5405E+02 1.5179E+02 1.4011E+02 1.3985E+02 1.2512E+02 1.2508E+02 8.0511E+01 7.5853E+01 7.5751E+01 7.0292E+01 7.0273E+01 6.8928E+01 6.8922E+01 4.9852E+01 4.7550E+01 4.7499E+01 4.4863E+01 4.4853E+01 4.4121E+01 4.4118E+01 4.4087E+01 4.4085E+01 3.3887E+01 3.2586E+01 3.2557E+01 3.1081E+01 3.1075E+01 3.0640E+01 3.0638E+01 3.0616E+01 3.0615E+01 3.0614E+01 3.0614E+01 2.4526E+01 2.3720E+01 2.3703E+01 2.2792E+01 2.2788E+01 2.2510E+01 2.2509E+01 2.2493E+01 2.2493E+01 2.2492E+01 2.2492E+01 2.2492E+01 2.2492E+01
   8 2.2859E+03 3.4747E+02 3.0402E+02 3.0292E+02 1.2699E+02 1.1504E+02 1.1482E+02 9.9118E+01 9.9089E+01 6.6264E+01 6.1585E+01 6.1501E+01 5.5692E+01 5.5679E+01 5.4459E+01 5.4455E+01 4.0664E+01 3.8376E+01 3.8335E+01 3.5535E+01 3.5528E+01 3.4859E+01 3.4857E+01 3.4833E+01 3.4832E+01 2.7485E+01 2.6200E+01 2.6177E+01 2.4611E+01 2.4607E+01 2.4208E+01 2.4207E+01 2.4190E+01 2.4189E+01 2.4189E+01 2.4188E+01 1.9814E+01 1.9022E+01 1.9007E+01 1.8043E+01 1.8040E+01 1.7785E+01 1.7784E+01 1.7772E+01 1.7772E+01 1.7772E+01 1.7771E+01 1.7771E+01 1.7771E+01
   9 2.2230E+03 3.0153E+02 2.5570E+02 2.5468E+02 1.0384E+02 9.1983E+01 9.1808E+01 7.5940E+01 7.5922E+01 5.3151E+01 4.8618E+01 4.8551E+01 4.2685E+01 4.2676E+01 4.1691E+01 4.1689E+01 3.2281E+01 3.0091E+01 3.0058E+01 2.7236E+01 2.7232E+01 2.6686E+01 2.6685E+01 2.6669E+01 2.6668E+01 2.1676E+01 2.0456E+01 2.0438E+01 1.8862E+01 1.8860E+01 1.8532E+01 1.8531E+01 1.8520E+01 1.8520E+01 1.8519E+01 1.8519E+01 1.5555E+01 1.4808E+01 1.4796E+01 1.3827E+01 1.3825E+01 1.3615E+01 1.3615E+01 1.3607E+01 1.3606E+01 1.3606E+01 1.3606E+01 1.3606E+01 1.3606E+01
  10 2.1648E+03 2.5805E+02 2.1037E+02 2.0943E+02 8.2382E+01 7.1023E+01 7.0885E+01 5.5706E+01 5.5695E+01 4.1215E+01 3.6989E+01 3.6938E+01 3.1327E+01 3.1322E+01 3.0626E+01 3.0625E+01 2.4728E+01 2.2716E+01 2.2691E+01 1.9995E+01 1.9993E+01 1.9603E+01 1.9602E+01 1.9593E+01 1.9593E+01 1.6477E+01 1.5367E+01 1.5353E+01 1.3850E+01 1.3849E+01 1.3613E+01 1.3613E+01 1.3606E+01 1.3606E+01 1.3606E+01 1.3606E+01 1.1762E+01 1.1086E+01 1.1078E+01 1.0154E+01 1.0153E+01 1.0001E+01 1.0001E+01 9.9965E+00 9.9963E+00 9.9963E+00 9.9962E+00 9.9962E+00 9.9961E+00
  11 2.1409E+03 2.3555E+02 1.8774E+02 1.8681E+02 6.4685E+01 5.4062E+01 5.3950E+01 3.9587E+01 3.9580E+01 3.1183E+01 2.7415E+01 2.7374E+01 2.2215E+01 2.2212E+01 2.1281E+01 2.1280E+01 1.8343E+01 1.6594E+01 1.6575E+01 1.4133E+01 1.4132E+01 1.3623E+01 1.3623E+01 1.3606E+01 1.3606E+01 1.2073E+01 1.1123E+01 1.1113E+01 9.7640E+00 9.7630E+00 9.4610E+00 9.4608E+00 9.4488E+00 9.4487E+00 9.4486E+00 9.4485E+00 8.5463E+00 7.9740E+00 7.9677E+00 7.1439E+00 7.1433E+00 6.9505E+00 6.9504E+00 6.9420E+00 6.9419E+00 6.9418E+00 6.9418E+00 6.9418E+00 6.9417E+00
  12 2.1202E+03 2.1586E+02 1.6799E+02 1.6706E+02 4.9865E+01 3.9811E+01 3.9716E+01 2.6407E+01 2.6403E+01 2.2487E+01 1.9253E+01 1.9223E+01 1.4696E+01 1.4694E+01 1.3642E+01 1.3642E+01 1.2834E+01 1.1394E+01 1.1380E+01 9.2866E+00 9.2856E+00 8.7367E+00 8.7365E+00 8.7082E+00 8.7081E+00 8.2987E+00 7.5345E+00 7.5273E+00 6.3863E+00 6.3857E+00 6.0673E+00 6.0672E+00 6.0475E+00 6.0474E+00 6.0470E+00 6.0470E+00 5.8056E+00 5.3524E+00 5.3481E+00 4.6575E+00 4.6571E+00 4.4568E+00 4.4568E+00 4.4431E+00 4.4431E+00 4.4427E+00 4.4427E+00 4.4427E+00 4.4427E+00
  13 2.1032E+03 1.9965E+02 1.5171E+02 1.5079E+02 3.6937E+01 2.7460E+01 2.7381E+01 1.5507E+01 1.5505E+01 1.4835E+01 1.2249E+01 1.2229E+01 8.5714E+00 8.5703E+00 7.6768E+00 7.6767E+00 8.1133E+00 7.0224E+00 7.0138E+00 5.3791E+00 5.3786E+00 4.9171E+00 4.9171E+00 4.8983E+00 4.8983E+00 5.1214E+00 4.5601E+00 4.5557E+00 3.6811E+00 3.6808E+00 3.4148E+00 3.4148E+00 3.4017E+00 3.4017E+00 3.4014E+00 3.4014E+00 3.5270E+00 3.2007E+00 3.1981E+00 2.6752E+00 2.6750E+00 2.5086E+00 2.5086E+00 2.4993E+00 2.4993E+00 2.4991E+00 2.4990E+00 2.4990E+00 2.4990E+00
  14 2.0891E+03 1.8601E+02 1.3803E+02 1.3711E+02 2.5473E+01 1.6600E+01 1.6535E+01 6.8723E+00 6.8714E+00 8.2881E+00 6.4502E+00 6.4386E+00 3.8457E+00 3.8452E+00 3.4061E+00 3.4061E+00 4.2504E+00 3.5342E+00 3.5297E+00 2.4182E+00 2.4180E+00 2.1808E+00 2.1808E+00 2.1769E+00 2.1769E+00 2.5897E+00 2.2373E+00 2.2351E+00 1.6548E+00 1.6547E+00 1.5157E+00 1.5157E+00 1.5122E+00 1.5122E+00 1.5118E+00 1.5118E+00 1.7440E+00 1.5475E+00 1.5462E+00 1.3372E+00 1.3375E+00 1.1374E+00 1.1541E+00 1.1694E+00 1.1907E+00 1.1105E+00 1.1120E+00 1.1132E+00 1.1132E+00
  15 2.0779E+03 1.7494E+02 1.2694E+02 1.2602E+02 1.5596E+01 7.3208E+00 7.2682E+00 1.5564E+00 1.5563E+00 3.0529E+00 2.0979E+00 2.0934E+00 8.7806E-01 8.7804E-01 8.5051E-01 8.5051E-01 1.3906E+00 1.0679E+00 1.0664E+00 0.0000E+00 0.0000E+00 0.0000E+00 5.8066E-01 5.4880E-01 5.1483E-01 7.9896E-01 6.6740E-01 6.6847E-01 0.0000E+00 0.0000E+00 1.5157E-01 1.6340E-01 2.9263E-01 3.0895E-01 4.0624E-01 4.2699E-01 4.6457E-01 2.0616E-01 2.1005E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 2.2522E-01 2.6335E-01

294  Oscillator strengths
  i=     1         2         1         2         3         4         1         2         5         1         2         5         3         4         6         7         4         7         3         4         6         7         1         2         5         8        10         1         2         5         8         9        10         3         4         6         7        11        12         4         7        12         8         9        13        14         9        14         3         4         6         7        11        12         1         2         5         8        10        13        17         1         2         5         8         9        10        13        14        17         3         4         6         7        11        12        15        18        19         4         7        12        15        16        19         8         9        13        14        20        21         9        14        21        15        16        22        23        16        23         3         4         6         7        11        12        18        19         1         2         5         8        10        13        17        20        26         1         2         5         8         9        10        13        14        17        20        21        26         3         4         6         7        11        12        15        18        19        22        27        28         4         7        12        15        16        19        22        23        28         8         9        13        14        20        21        24        29        30         9        14        21        24        25        30        15        16        22        23        31        32        16        23        32        24        25        33        34        25        34         3         4         6         7        11        12        18        19        27        28         1         2         5         8        10        13        17        20        26        29        37         1         2         5         8         9        10        13        14        17        20        21        26        29        30        37         3         4         6         7        11        12        15        18        19        22        27        28        31        38        39         4         7        12        15        16        19        22        23        28        31        32        39         8         9        13        14        20        21        24        29        30        33        40        41         9        14        21        24        25        30        33        34        41        15        16        22        23        31        32        35        42        43        16        23        32        35        36        43        24        25        33        34        44        45        25        34        45        35        36        46        47        36        47
  f=     3         3         4         4         5         5         6         6         6         7         7         7         8         8         8         8         9         9        10        10        10        10        11        11        11        11        11        12        12        12        12        12        12        13        13        13        13        13        13        14        14        14        15        15        15        15        16        16        17        17        17        17        17        17        18        18        18        18        18        18        18        19        19        19        19        19        19        19        19        19        20        20        20        20        20        20        20        20        20        21        21        21        21        21        21        22        22        22        22        22        22        23        23        23        24        24        24        24        25        25        26        26        26        26        26        26        26        26        27        27        27        27        27        27        27        27        27        28        28        28        28        28        28        28        28        28        28        28        28        29        29        29        29        29        29        29        29        29        29        29        29        30        30        30        30        30        30        30        30        30        31        31        31        31        31        31        31        31        31        32        32        32        32        32        32        33        33        33        33        33        33        34        34        34        35        35        35        35        36        36        37        37        37        37        37        37        37        37        37        37        38        38        38        38        38        38        38        38        38        38        38        39        39        39        39        39        39        39        39        39        39        39        39        39        39        39        40        40        40        40        40        40        40        40        40        40        40        40        40        40        40        41        41        41        41        41        41        41        41        41        41        41        41        42        42        42        42        42        42        42        42        42        42        42        42        43        43        43        43        43        43        43        43        43        44        44        44        44        44        44        44        44        44        45        45        45        45        45        45        46        46        46        46        46        46        47        47        47        48        48        48        48        49        49
   2 1.288E-01 1.467E-02 2.577E-01 3.355E-02 1.662E-02 1.710E-02 2.530E-02 1.310E-01 2.521E-02 5.094E-02 2.588E-01 5.787E-02 6.897E-01 6.921E-02 7.268E-03 2.683E-04 6.236E-01 3.727E-03 3.620E-03 3.709E-03 3.861E-02 3.963E-02 9.354E-03 3.214E-02 1.442E-01 9.690E-03 3.503E-02 1.887E-02 6.385E-02 2.838E-01 1.874E-03 1.136E-02 8.049E-02 1.218E-01 1.213E-02 6.084E-01 6.142E-02 1.330E-02 5.041E-04 1.096E-01 5.516E-01 6.898E-03 1.016E+00 4.839E-02 1.396E-03 1.076E-06 9.685E-01 6.741E-04 1.430E-03 1.463E-03 8.639E-03 8.830E-03 6.268E-02 6.425E-02 4.513E-03 1.327E-02 3.742E-02 1.940E-03 1.607E-01 2.440E-02 4.459E-02 9.116E-03 2.642E-02 7.408E-02 3.763E-04 2.279E-03 3.158E-01 4.731E-03 2.867E-02 1.025E-01 4.448E-02 4.420E-03 1.383E-01 1.387E-02 5.970E-01 6.045E-02 8.385E-03 1.876E-02 7.192E-04 4.000E-02 1.249E-01 5.421E-01 5.921E-04 8.931E-03 9.778E-03 1.566E-01 7.439E-03 8.880E-01 4.237E-02 2.560E-03 2.248E-06 1.492E-01 8.469E-01 1.238E-03 1.345E+00 3.735E-02 6.714E-04 1.529E-09 1.308E+00 3.915E-04 7.253E-04 7.417E-04 3.495E-03 3.568E-03 1.419E-02 1.448E-02 8.776E-02 8.989E-02 2.530E-03 6.883E-03 1.610E-02 7.386E-04 4.240E-02 5.092E-03 1.786E-01 4.195E-02 5.402E-02 5.113E-03 1.372E-02 3.195E-02 1.434E-04 8.680E-04 8.380E-02 9.908E-04 5.997E-03 3.506E-01 8.150E-03 4.936E-02 1.242E-01 2.171E-02 2.155E-03 5.597E-02 5.598E-03 1.469E-01 1.478E-02 1.495E-03 6.104E-01 6.191E-02 2.197E-02 2.392E-02 9.225E-04 1.951E-02 5.045E-02 1.328E-01 1.057E-04 1.593E-03 5.548E-01 1.553E-03 2.341E-02 1.250E-02 5.391E-02 2.557E-03 1.860E-01 8.854E-03 8.415E-01 4.020E-02 7.160E-03 3.606E-03 3.381E-06 5.132E-02 1.772E-01 8.029E-01 2.636E-04 7.407E-03 1.746E-03 1.824E-01 5.056E-03 1.184E+00 3.292E-02 1.243E-03 3.085E-09 1.773E-01 1.152E+00 7.248E-04 1.676E+00 3.046E-02 3.986E-04 4.828E-10 1.646E+00 2.610E-04 4.229E-04 4.323E-04 1.812E-03 1.849E-03 5.805E-03 5.917E-03 1.998E-02 2.037E-02 1.134E-01 1.161E-01 1.563E-03 4.067E-03 8.631E-03 3.693E-04 1.857E-02 1.981E-03 4.731E-02 8.979E-03 1.973E-01 6.127E-02 6.338E-02 3.160E-03 8.110E-03 1.714E-02 7.172E-05 4.341E-04 3.677E-02 3.859E-04 2.334E-03 9.340E-02 1.751E-03 1.059E-02 3.869E-01 1.192E-02 7.215E-02 1.457E-01 1.239E-02 1.229E-03 2.897E-02 2.894E-03 6.213E-02 6.234E-03 5.333E-04 1.549E-01 1.561E-02 4.180E-03 6.352E-01 6.451E-02 3.899E-02 2.890E-02 1.119E-03 1.113E-02 2.609E-02 5.608E-02 3.769E-05 5.682E-04 1.402E-01 2.957E-04 4.457E-03 5.779E-01 2.757E-03 4.157E-02 1.513E-02 2.560E-02 1.214E-03 7.224E-02 3.434E-03 1.965E-01 9.364E-03 1.139E-03 8.297E-01 3.966E-02 1.921E-02 4.583E-03 4.464E-06 2.437E-02 6.879E-02 1.873E-01 4.197E-05 1.179E-03 7.918E-01 7.076E-04 1.988E-02 2.221E-03 5.839E-02 1.618E-03 2.287E-01 6.347E-03 1.108E+00 3.082E-02 6.180E-03 1.759E-03 4.641E-09 5.675E-02 2.223E-01 1.078E+00 1.399E-04 6.312E-03 1.025E-03 2.018E-01 3.664E-03 1.491E+00 2.712E-02 7.454E-04 4.471E-10 1.981E-01 1.464E+00 4.875E-04 2.007E+00 2.573E-02 2.641E-04 7.688E-10 1.982E+00 1.866E-04
   3 1.188E-01 2.986E-02 2.375E-01 6.396E-02 1.962E-02 2.014E-02 2.423E-02 1.175E-01 5.010E-02 4.874E-02 2.318E-01 1.076E-01 6.680E-01 6.706E-02 3.550E-02 3.083E-03 6.041E-01 2.894E-02 4.141E-03 4.233E-03 4.502E-02 4.612E-02 9.041E-03 2.992E-02 1.279E-01 1.181E-02 6.918E-02 1.822E-02 5.937E-02 2.514E-01 2.291E-03 1.387E-02 1.487E-01 1.227E-01 1.223E-02 5.716E-01 5.773E-02 6.356E-02 5.521E-03 1.105E-01 5.185E-01 5.183E-02 1.015E+00 4.834E-02 2.776E-03 7.428E-05 9.674E-01 2.050E-03 1.619E-03 1.653E-03 9.783E-03 9.980E-03 7.261E-02 7.429E-02 4.376E-03 1.250E-02 3.447E-02 2.321E-03 1.415E-01 2.917E-02 8.782E-02 8.830E-03 2.486E-02 6.817E-02 4.517E-04 2.730E-03 2.777E-01 5.671E-03 3.430E-02 1.888E-01 4.544E-02 4.520E-03 1.351E-01 1.356E-02 5.520E-01 5.592E-02 8.499E-03 8.864E-02 7.701E-03 4.087E-02 1.220E-01 5.016E-01 6.010E-04 9.058E-03 7.230E-02 1.568E-01 7.450E-03 8.856E-01 4.225E-02 5.432E-03 1.525E-04 1.493E-01 8.445E-01 4.082E-03 1.345E+00 3.736E-02 5.985E-04 5.345E-07 1.308E+00 3.563E-04 8.170E-04 8.338E-04 3.923E-03 3.996E-03 1.596E-02 1.626E-02 1.012E-01 1.035E-01 2.457E-03 6.517E-03 1.503E-02 8.799E-04 3.879E-02 5.961E-03 1.565E-01 4.959E-02 1.063E-01 4.959E-03 1.297E-02 2.978E-02 1.714E-04 1.035E-03 7.657E-02 1.163E-03 7.027E-03 3.069E-01 9.656E-03 5.839E-02 2.285E-01 2.233E-02 2.219E-03 5.545E-02 5.551E-03 1.412E-01 1.421E-02 1.516E-03 5.587E-01 5.671E-02 2.226E-02 1.123E-01 9.755E-03 2.007E-02 5.001E-02 1.277E-01 1.073E-04 1.616E-03 5.083E-01 1.575E-03 2.374E-02 9.158E-02 5.402E-02 2.564E-03 1.860E-01 8.853E-03 8.382E-01 4.003E-02 7.155E-03 7.910E-03 2.271E-04 5.143E-02 1.772E-01 7.996E-01 2.636E-04 7.404E-03 5.994E-03 1.824E-01 5.057E-03 1.184E+00 3.292E-02 1.117E-03 1.231E-06 1.773E-01 1.152E+00 6.679E-04 1.676E+00 3.046E-02 3.438E-04 1.937E-09 1.646E+00 2.251E-04 4.749E-04 4.846E-04 2.025E-03 2.061E-03 6.472E-03 6.584E-03 2.238E-02 2.278E-02 1.305E-01 1.333E-01 1.519E-03 3.861E-03 8.105E-03 4.393E-04 1.722E-02 2.307E-03 4.307E-02 1.038E-02 1.723E-01 7.187E-02 1.246E-01 3.067E-03 7.691E-03 1.608E-02 8.559E-05 5.171E-04 3.406E-02 4.506E-04 2.722E-03 8.493E-02 2.028E-03 1.225E-02 3.375E-01 1.401E-02 8.469E-02 2.678E-01 1.279E-02 1.270E-03 2.891E-02 2.891E-03 6.055E-02 6.081E-03 5.408E-04 1.473E-01 1.485E-02 4.233E-03 5.775E-01 5.869E-02 3.950E-02 1.351E-01 1.174E-02 1.149E-02 2.605E-02 5.470E-02 3.827E-05 5.765E-04 1.334E-01 2.998E-04 4.515E-03 5.259E-01 2.796E-03 4.213E-02 1.102E-01 2.567E-02 1.217E-03 7.230E-02 3.438E-03 1.963E-01 9.352E-03 1.139E-03 8.258E-01 3.945E-02 1.920E-02 1.025E-02 2.981E-04 2.443E-02 6.885E-02 1.870E-01 4.197E-05 1.178E-03 7.879E-01 7.077E-04 1.987E-02 7.806E-03 5.839E-02 1.618E-03 2.287E-01 6.348E-03 1.108E+00 3.082E-02 6.176E-03 1.589E-03 1.960E-06 5.676E-02 2.223E-01 1.078E+00 1.399E-04 6.310E-03 9.522E-04 2.018E-01 3.664E-03 1.491E+00 2.712E-02 6.429E-04 4.135E-09 1.981E-01 1.465E+00 4.204E-04 2.007E+00 2.573E-02 2.277E-04 7.661E-10 1.982E+00 1.609E-04
   4 1.142E-01 3.709E-02 2.281E-01 7.845E-02 2.062E-02 2.116E-02 2.237E-02 1.068E-01 7.072E-02 4.498E-02 2.105E-01 1.487E-01 6.249E-01 6.276E-02 9.003E-02 8.523E-03 5.653E-01 7.789E-02 4.315E-03 4.409E-03 5.003E-02 5.117E-02 8.323E-03 2.793E-02 1.132E-01 1.580E-02 1.001E-01 1.677E-02 5.538E-02 2.224E-01 3.079E-03 1.860E-02 2.102E-01 1.252E-01 1.249E-02 5.094E-01 5.149E-02 1.467E-01 1.383E-02 1.128E-01 4.624E-01 1.266E-01 1.001E+00 4.770E-02 1.903E-02 8.509E-04 9.546E-01 1.752E-02 1.684E-03 1.719E-03 1.061E-02 1.080E-02 8.162E-02 8.336E-02 4.025E-03 1.179E-02 3.153E-02 2.963E-03 1.240E-01 3.732E-02 1.282E-01 8.115E-03 2.342E-02 6.229E-02 5.791E-04 3.495E-03 2.431E-01 7.283E-03 4.399E-02 2.692E-01 4.764E-02 4.745E-03 1.288E-01 1.293E-02 4.837E-01 4.904E-02 9.817E-03 1.968E-01 1.852E-02 4.287E-02 1.164E-01 4.399E-01 6.949E-04 1.046E-02 1.696E-01 1.589E-01 7.550E-03 8.589E-01 4.097E-02 3.692E-02 1.656E-03 1.513E-01 8.191E-01 3.404E-02 1.344E+00 3.734E-02 1.350E-03 2.362E-05 1.307E+00 1.115E-03 8.492E-04 8.661E-04 4.219E-03 4.292E-03 1.746E-02 1.775E-02 1.142E-01 1.165E-01 2.257E-03 6.174E-03 1.390E-02 1.107E-03 3.519E-02 7.335E-03 1.363E-01 6.203E-02 1.558E-01 4.554E-03 1.228E-02 2.752E-02 2.165E-04 1.307E-03 6.941E-02 1.437E-03 8.669E-03 2.669E-01 1.212E-02 7.319E-02 3.272E-01 2.370E-02 2.358E-03 5.410E-02 5.421E-03 1.314E-01 1.324E-02 1.743E-03 4.844E-01 4.921E-02 2.546E-02 2.442E-01 2.297E-02 2.131E-02 4.882E-02 1.190E-01 1.235E-04 1.858E-03 4.411E-01 1.804E-03 2.715E-02 2.103E-01 5.533E-02 2.627E-03 1.854E-01 8.828E-03 8.036E-01 3.837E-02 7.217E-03 5.331E-02 2.396E-03 5.267E-02 1.767E-01 7.666E-01 2.661E-04 7.470E-03 4.919E-02 1.825E-01 5.063E-03 1.183E+00 3.287E-02 2.844E-03 5.319E-05 1.774E-01 1.150E+00 2.395E-03 1.676E+00 3.047E-02 3.058E-04 2.342E-07 1.646E+00 2.044E-04 4.932E-04 5.029E-04 2.170E-03 2.206E-03 7.018E-03 7.128E-03 2.453E-02 2.492E-02 1.473E-01 1.502E-01 1.394E-03 3.666E-03 7.539E-03 5.488E-04 1.582E-02 2.807E-03 3.888E-02 1.251E-02 1.493E-01 8.870E-02 1.832E-01 2.814E-03 7.296E-03 1.494E-02 1.074E-04 6.480E-04 3.126E-02 5.503E-04 3.320E-03 7.658E-02 2.454E-03 1.480E-02 2.922E-01 1.734E-02 1.047E-01 3.845E-01 1.366E-02 1.358E-03 2.853E-02 2.856E-03 5.765E-02 5.795E-03 6.229E-04 1.352E-01 1.365E-02 4.797E-03 4.969E-01 5.055E-02 4.486E-02 2.904E-01 2.729E-02 1.228E-02 2.573E-02 5.211E-02 4.414E-05 6.642E-04 1.226E-01 3.401E-04 5.118E-03 4.529E-01 3.179E-03 4.786E-02 2.500E-01 2.644E-02 1.255E-03 7.289E-02 3.467E-03 1.934E-01 9.218E-03 1.149E-03 7.852E-01 3.751E-02 1.937E-02 6.866E-02 3.088E-03 2.516E-02 6.942E-02 1.844E-01 4.239E-05 1.190E-03 7.493E-01 7.145E-04 2.005E-02 6.338E-02 5.848E-02 1.621E-03 2.287E-01 6.350E-03 1.106E+00 3.075E-02 6.174E-03 4.325E-03 8.359E-05 5.684E-02 2.224E-01 1.076E+00 1.399E-04 6.308E-03 3.680E-03 2.018E-01 3.665E-03 1.491E+00 2.712E-02 5.803E-04 5.912E-07 1.981E-01 1.465E+00 3.899E-04 2.008E+00 2.573E-02 1.940E-04 1.769E-09 1.982E+00 1.372E-04
